event_id,user_id,session_id,event_time,event_type,product_id,category,price,city,device_type
653,user_2,session_112,2025-11-11 06:06:21,open_app,,,,Rawalpindi,android
654,user_2,session_112,2025-11-11 06:08:21,view_product,prod_71,Sports,510.35,Rawalpindi,android
655,user_2,session_112,2025-11-11 06:14:21,view_product,prod_73,Home & Kitchen,126.98,Rawalpindi,android
656,user_2,session_112,2025-11-11 06:21:21,view_product,prod_4,Home & Kitchen,306.11,Rawalpindi,android
657,user_2,session_112,2025-11-11 06:26:21,view_product,prod_150,Home & Kitchen,493.84,Rawalpindi,android
658,user_2,session_112,2025-11-11 06:29:21,view_product,prod_227,Grocery,555.27,Rawalpindi,android
659,user_2,session_112,2025-11-11 06:39:21,add_to_cart,prod_164,Electronics,45.21,Rawalpindi,android
660,user_2,session_112,2025-11-11 06:41:21,view_product,prod_184,Sports,856.73,Rawalpindi,android
661,user_2,session_112,2025-11-11 06:51:21,purchase,prod_164,Electronics,45.21,Rawalpindi,android
662,user_2,session_112,2025-11-11 06:56:21,add_to_cart,prod_13,Sports,306.9,Rawalpindi,android
663,user_2,session_112,2025-11-11 06:58:21,view_product,prod_67,Grocery,521.98,Rawalpindi,android
664,user_2,session_112,2025-11-11 07:05:21,view_product,prod_69,Home & Kitchen,489.86,Rawalpindi,android
665,user_2,session_112,2025-11-11 07:11:21,logout,,,,Rawalpindi,android
666,user_70,session_113,2025-11-08 03:10:49,open_app,,,,Islamabad,android
667,user_70,session_113,2025-11-08 03:20:49,view_product,prod_176,Sports,453.31,Islamabad,android
668,user_70,session_113,2025-11-08 03:25:49,view_product,prod_152,Clothing,504.29,Islamabad,android
669,user_70,session_113,2025-11-08 03:27:49,view_product,prod_116,Home & Kitchen,453.18,Islamabad,android
670,user_70,session_113,2025-11-08 03:32:49,view_product,prod_17,Clothing,498.99,Islamabad,android
671,user_70,session_113,2025-11-08 03:41:49,logout,,,,Islamabad,android
672,user_25,session_114,2025-11-09 15:24:36,open_app,,,,Karachi,ios
673,user_25,session_114,2025-11-09 15:31:36,view_product,prod_76,Grocery,889.15,Karachi,ios
674,user_25,session_114,2025-11-09 15:35:36,view_product,prod_114,Electronics,434.38,Karachi,ios
675,user_25,session_114,2025-11-09 15:45:36,view_product,prod_239,Grocery,524.94,Karachi,ios
676,user_25,session_114,2025-11-09 15:46:36,view_product,prod_117,Sports,876.86,Karachi,ios
677,user_25,session_114,2025-11-09 15:49:36,view_product,prod_141,Grocery,54.04,Karachi,ios
678,user_25,session_114,2025-11-09 15:59:36,view_product,prod_134,Grocery,959.46,Karachi,ios
679,user_25,session_114,2025-11-09 16:02:36,view_product,prod_220,Electronics,955.71,Karachi,ios
680,user_25,session_114,2025-11-09 16:05:36,add_to_cart,prod_128,Sports,204.1,Karachi,ios
681,user_25,session_114,2025-11-09 16:08:36,view_product,prod_212,Grocery,547.37,Karachi,ios
682,user_25,session_114,2025-11-09 16:12:36,add_to_cart,prod_179,Sports,829.08,Karachi,ios
683,user_25,session_114,2025-11-09 16:17:36,view_product,prod_57,Electronics,991.26,Karachi,ios
684,user_25,session_114,2025-11-09 16:22:36,purchase,prod_128,Sports,204.1,Karachi,ios
685,user_25,session_114,2025-11-09 16:29:36,view_product,prod_63,Grocery,458.6,Karachi,ios
686,user_25,session_114,2025-11-09 16:35:36,add_to_cart,prod_171,Grocery,791.96,Karachi,ios
687,user_5,session_115,2025-10-23 11:12:47,open_app,,,,Islamabad,ios
688,user_5,session_115,2025-10-23 11:21:47,view_product,prod_228,Electronics,18.23,Islamabad,ios
689,user_5,session_115,2025-10-23 11:29:47,logout,,,,Islamabad,ios
690,user_61,session_116,2025-11-07 02:20:59,open_app,,,,Lahore,web
691,user_61,session_116,2025-11-07 02:25:59,logout,,,,Lahore,web
692,user_29,session_117,2025-11-02 20:02:08,open_app,,,,Karachi,ios
693,user_29,session_117,2025-11-02 20:09:08,logout,,,,Karachi,ios
694,user_58,session_118,2025-11-03 11:30:42,open_app,,,,Lahore,android
695,user_58,session_118,2025-11-03 11:32:42,add_to_cart,prod_65,Clothing,735.56,Lahore,android
696,user_58,session_118,2025-11-03 11:42:42,view_product,prod_39,Clothing,13.85,Lahore,android
697,user_58,session_118,2025-11-03 11:43:42,view_product,prod_143,Grocery,601.86,Lahore,android
698,user_58,session_118,2025-11-03 11:50:42,view_product,prod_75,Clothing,480.27,Lahore,android
699,user_58,session_118,2025-11-03 11:55:42,add_to_cart,prod_230,Electronics,100.75,Lahore,android
700,user_58,session_118,2025-11-03 12:04:42,view_product,prod_140,Clothing,319.02,Lahore,android
701,user_58,session_118,2025-11-03 12:08:42,view_product,prod_39,Clothing,13.85,Lahore,android
702,user_58,session_118,2025-11-03 12:12:42,view_product,prod_229,Clothing,34.85,Lahore,android
703,user_58,session_118,2025-11-03 12:20:42,view_product,prod_76,Grocery,889.15,Lahore,android
704,user_58,session_118,2025-11-03 12:22:42,purchase,prod_65,Clothing,735.56,Lahore,android
705,user_58,session_118,2025-11-03 12:27:42,view_product,prod_249,Sports,673.8,Lahore,android
706,user_58,session_118,2025-11-03 12:33:42,view_product,prod_140,Clothing,319.02,Lahore,android
707,user_58,session_118,2025-11-03 12:36:42,view_product,prod_60,Grocery,549.31,Lahore,android
708,user_58,session_118,2025-11-03 12:43:42,view_product,prod_77,Sports,187.28,Lahore,android
709,user_58,session_118,2025-11-03 12:51:42,view_product,prod_139,Sports,225.67,Lahore,android
710,user_81,session_119,2025-10-28 12:43:28,open_app,,,,Rawalpindi,web
711,user_81,session_119,2025-10-28 12:52:28,view_product,prod_206,Grocery,552.27,Rawalpindi,web
712,user_81,session_119,2025-10-28 12:56:28,view_product,prod_58,Home & Kitchen,804.17,Rawalpindi,web
713,user_14,session_120,2025-11-09 18:11:00,open_app,,,,Faisalabad,ios
714,user_14,session_120,2025-11-09 18:15:00,logout,,,,Faisalabad,ios
715,user_15,session_121,2025-11-03 09:52:58,open_app,,,,Karachi,android
716,user_15,session_121,2025-11-03 10:00:58,view_product,prod_22,Clothing,512.16,Karachi,android
717,user_15,session_121,2025-11-03 10:05:58,view_product,prod_174,Electronics,169.15,Karachi,android
718,user_15,session_121,2025-11-03 10:09:58,logout,,,,Karachi,android
719,user_24,session_122,2025-11-02 17:05:48,open_app,,,,Lahore,web
720,user_24,session_122,2025-11-02 17:15:48,view_product,prod_184,Sports,856.73,Lahore,web
721,user_24,session_122,2025-11-02 17:22:48,view_product,prod_41,Home & Kitchen,334.46,Lahore,web
722,user_24,session_122,2025-11-02 17:25:48,view_product,prod_109,Grocery,371.15,Lahore,web
723,user_24,session_122,2025-11-02 17:34:48,view_product,prod_134,Grocery,959.46,Lahore,web
724,user_24,session_122,2025-11-02 17:42:48,add_to_cart,prod_109,Grocery,371.15,Lahore,web
725,user_24,session_122,2025-11-02 17:43:48,add_to_cart,prod_35,Grocery,267.01,Lahore,web
726,user_24,session_122,2025-11-02 17:47:48,view_product,prod_203,Grocery,597.64,Lahore,web
727,user_24,session_122,2025-11-02 17:57:48,add_to_cart,prod_246,Clothing,673.58,Lahore,web
728,user_24,session_122,2025-11-02 18:05:48,view_product,prod_101,Clothing,170.93,Lahore,web
729,user_24,session_122,2025-11-02 18:11:48,add_to_cart,prod_67,Grocery,521.98,Lahore,web
730,user_24,session_122,2025-11-02 18:17:48,add_to_cart,prod_155,Grocery,545.26,Lahore,web
731,user_24,session_122,2025-11-02 18:19:48,add_to_cart,prod_226,Home & Kitchen,815.55,Lahore,web
732,user_24,session_122,2025-11-02 18:26:48,view_product,prod_57,Electronics,991.26,Lahore,web
733,user_24,session_122,2025-11-02 18:29:48,view_product,prod_114,Electronics,434.38,Lahore,web
734,user_80,session_123,2025-10-18 03:57:01,open_app,,,,Karachi,android
735,user_80,session_123,2025-10-18 04:06:01,view_product,prod_97,Sports,159.62,Karachi,android
736,user_80,session_123,2025-10-18 04:15:01,view_product,prod_233,Electronics,19.0,Karachi,android
737,user_80,session_123,2025-10-18 04:24:01,view_product,prod_170,Electronics,294.62,Karachi,android
738,user_80,session_123,2025-10-18 04:27:01,view_product,prod_235,Grocery,155.08,Karachi,android
739,user_80,session_123,2025-10-18 04:34:01,view_product,prod_76,Grocery,889.15,Karachi,android
740,user_80,session_123,2025-10-18 04:40:01,view_product,prod_172,Home & Kitchen,265.91,Karachi,android
741,user_80,session_123,2025-10-18 04:44:01,add_to_cart,prod_26,Home & Kitchen,314.24,Karachi,android
742,user_80,session_123,2025-10-18 04:49:01,add_to_cart,prod_66,Grocery,312.6,Karachi,android
743,user_80,session_123,2025-10-18 04:55:01,view_product,prod_43,Sports,265.58,Karachi,android
744,user_80,session_123,2025-10-18 05:03:01,view_product,prod_48,Home & Kitchen,776.45,Karachi,android
745,user_84,session_124,2025-11-03 11:49:47,open_app,,,,Lahore,android
746,user_84,session_124,2025-11-03 11:58:47,view_product,prod_22,Clothing,512.16,Lahore,android
747,user_84,session_124,2025-11-03 12:08:47,view_product,prod_195,Grocery,791.93,Lahore,android
748,user_84,session_124,2025-11-03 12:13:47,view_product,prod_77,Sports,187.28,Lahore,android
749,user_84,session_124,2025-11-03 12:15:47,view_product,prod_43,Sports,265.58,Lahore,android
750,user_84,session_124,2025-11-03 12:20:47,view_product,prod_204,Grocery,330.42,Lahore,android
751,user_84,session_124,2025-11-03 12:26:47,view_product,prod_53,Home & Kitchen,602.56,Lahore,android
752,user_84,session_124,2025-11-03 12:29:47,view_product,prod_63,Grocery,458.6,Lahore,android
753,user_84,session_124,2025-11-03 12:33:47,view_product,prod_80,Grocery,537.75,Lahore,android
754,user_84,session_124,2025-11-03 12:42:47,logout,,,,Lahore,android
755,user_62,session_125,2025-10-26 11:16:18,open_app,,,,Karachi,android
756,user_62,session_125,2025-10-26 11:19:18,view_product,prod_39,Clothing,13.85,Karachi,android
757,user_62,session_125,2025-10-26 11:20:18,view_product,prod_114,Electronics,434.38,Karachi,android
758,user_62,session_125,2025-10-26 11:30:18,view_product,prod_230,Electronics,100.75,Karachi,android
759,user_62,session_125,2025-10-26 11:35:18,view_product,prod_73,Home & Kitchen,126.98,Karachi,android
760,user_62,session_125,2025-10-26 11:42:18,view_product,prod_178,Grocery,100.29,Karachi,android
761,user_71,session_126,2025-10-18 18:22:26,open_app,,,,Islamabad,ios
762,user_71,session_126,2025-10-18 18:27:26,view_product,prod_100,Clothing,288.64,Islamabad,ios
763,user_71,session_126,2025-10-18 18:36:26,add_to_cart,prod_197,Clothing,622.59,Islamabad,ios
764,user_71,session_126,2025-10-18 18:41:26,add_to_cart,prod_68,Home & Kitchen,649.99,Islamabad,ios
765,user_71,session_126,2025-10-18 18:43:26,purchase,prod_68,Home & Kitchen,649.99,Islamabad,ios
766,user_55,session_127,2025-10-28 04:53:57,open_app,,,,Faisalabad,web
767,user_55,session_127,2025-10-28 04:58:57,add_to_cart,prod_226,Home & Kitchen,815.55,Faisalabad,web
768,user_55,session_127,2025-10-28 05:06:57,view_product,prod_184,Sports,856.73,Faisalabad,web
769,user_55,session_127,2025-10-28 05:08:57,add_to_cart,prod_120,Sports,36.07,Faisalabad,web
770,user_55,session_127,2025-10-28 05:18:57,view_product,prod_153,Home & Kitchen,244.04,Faisalabad,web
771,user_88,session_128,2025-11-09 01:37:40,open_app,,,,Faisalabad,ios
772,user_88,session_128,2025-11-09 01:43:40,add_to_cart,prod_157,Clothing,711.42,Faisalabad,ios
773,user_88,session_128,2025-11-09 01:48:40,view_product,prod_119,Home & Kitchen,530.75,Faisalabad,ios
774,user_88,session_128,2025-11-09 01:49:40,logout,,,,Faisalabad,ios
775,user_86,session_129,2025-10-18 12:17:16,open_app,,,,Islamabad,android
776,user_86,session_129,2025-10-18 12:23:16,add_to_cart,prod_189,Electronics,149.95,Islamabad,android
777,user_86,session_129,2025-10-18 12:24:16,view_product,prod_112,Home & Kitchen,570.75,Islamabad,android
778,user_86,session_129,2025-10-18 12:27:16,logout,,,,Islamabad,android
779,user_29,session_130,2025-11-08 18:09:53,open_app,,,,Karachi,web
780,user_29,session_130,2025-11-08 18:13:53,view_product,prod_69,Home & Kitchen,489.86,Karachi,web
781,user_29,session_130,2025-11-08 18:17:53,view_product,prod_83,Sports,915.1,Karachi,web
782,user_29,session_130,2025-11-08 18:27:53,add_to_cart,prod_29,Electronics,832.8,Karachi,web
783,user_29,session_130,2025-11-08 18:33:53,add_to_cart,prod_27,Clothing,142.79,Karachi,web
784,user_44,session_131,2025-10-17 13:49:26,open_app,,,,Karachi,ios
785,user_44,session_131,2025-10-17 13:53:26,view_product,prod_248,Clothing,439.01,Karachi,ios
786,user_44,session_131,2025-10-17 13:59:26,view_product,prod_11,Sports,172.12,Karachi,ios
787,user_44,session_131,2025-10-17 14:07:26,view_product,prod_158,Electronics,456.74,Karachi,ios
788,user_44,session_131,2025-10-17 14:14:26,view_product,prod_54,Sports,404.52,Karachi,ios
789,user_44,session_131,2025-10-17 14:20:26,view_product,prod_142,Electronics,738.41,Karachi,ios
790,user_44,session_131,2025-10-17 14:29:26,add_to_cart,prod_105,Sports,377.12,Karachi,ios
791,user_44,session_131,2025-10-17 14:38:26,view_product,prod_217,Electronics,861.46,Karachi,ios
792,user_44,session_131,2025-10-17 14:44:26,add_to_cart,prod_63,Grocery,458.6,Karachi,ios
793,user_44,session_131,2025-10-17 14:45:26,view_product,prod_186,Grocery,177.96,Karachi,ios
794,user_11,session_132,2025-11-05 09:11:43,open_app,,,,Islamabad,ios
795,user_11,session_132,2025-11-05 09:12:43,logout,,,,Islamabad,ios
796,user_5,session_133,2025-11-05 07:08:48,open_app,,,,Rawalpindi,ios
797,user_5,session_133,2025-11-05 07:16:48,view_product,prod_234,Sports,486.67,Rawalpindi,ios
798,user_5,session_133,2025-11-05 07:22:48,view_product,prod_79,Grocery,551.3,Rawalpindi,ios
799,user_5,session_133,2025-11-05 07:28:48,view_product,prod_213,Clothing,505.07,Rawalpindi,ios
800,user_80,session_134,2025-11-07 22:39:14,open_app,,,,Karachi,ios
801,user_80,session_134,2025-11-07 22:49:14,view_product,prod_109,Grocery,371.15,Karachi,ios
802,user_80,session_134,2025-11-07 22:57:14,logout,,,,Karachi,ios
803,user_80,session_135,2025-10-16 17:51:57,open_app,,,,Islamabad,android
804,user_80,session_135,2025-10-16 17:56:57,logout,,,,Islamabad,android
805,user_56,session_136,2025-10-18 09:27:23,open_app,,,,Rawalpindi,web
806,user_56,session_136,2025-10-18 09:28:23,view_product,prod_80,Grocery,537.75,Rawalpindi,web
807,user_56,session_136,2025-10-18 09:33:23,view_product,prod_230,Electronics,100.75,Rawalpindi,web
808,user_56,session_136,2025-10-18 09:38:23,add_to_cart,prod_231,Grocery,409.04,Rawalpindi,web
809,user_56,session_136,2025-10-18 09:39:23,purchase,prod_231,Grocery,409.04,Rawalpindi,web
810,user_56,session_136,2025-10-18 09:43:23,add_to_cart,prod_250,Electronics,185.42,Rawalpindi,web
811,user_85,session_137,2025-10-22 03:19:20,open_app,,,,Islamabad,web
812,user_85,session_137,2025-10-22 03:24:20,view_product,prod_115,Electronics,104.64,Islamabad,web
813,user_85,session_137,2025-10-22 03:31:20,view_product,prod_198,Grocery,957.15,Islamabad,web
814,user_85,session_137,2025-10-22 03:33:20,view_product,prod_2,Clothing,476.96,Islamabad,web
815,user_85,session_137,2025-10-22 03:41:20,logout,,,,Islamabad,web
816,user_55,session_138,2025-11-12 04:43:45,open_app,,,,Karachi,ios
817,user_55,session_138,2025-11-12 04:46:45,view_product,prod_108,Clothing,347.73,Karachi,ios
818,user_55,session_138,2025-11-12 04:48:45,view_product,prod_50,Grocery,874.15,Karachi,ios
819,user_55,session_138,2025-11-12 04:56:45,add_to_cart,prod_159,Clothing,865.9,Karachi,ios
820,user_55,session_138,2025-11-12 04:59:45,purchase,prod_159,Clothing,865.9,Karachi,ios
821,user_55,session_138,2025-11-12 05:02:45,view_product,prod_117,Sports,876.86,Karachi,ios
822,user_55,session_138,2025-11-12 05:09:45,view_product,prod_229,Clothing,34.85,Karachi,ios
823,user_55,session_138,2025-11-12 05:11:45,view_product,prod_202,Clothing,438.84,Karachi,ios
824,user_55,session_138,2025-11-12 05:12:45,view_product,prod_218,Grocery,80.08,Karachi,ios
825,user_55,session_138,2025-11-12 05:15:45,view_product,prod_163,Sports,800.83,Karachi,ios
826,user_55,session_138,2025-11-12 05:18:45,view_product,prod_149,Electronics,283.84,Karachi,ios
827,user_55,session_138,2025-11-12 05:20:45,logout,,,,Karachi,ios
828,user_54,session_139,2025-10-24 02:19:46,open_app,,,,Faisalabad,android
829,user_54,session_139,2025-10-24 02:23:46,view_product,prod_73,Home & Kitchen,126.98,Faisalabad,android
830,user_54,session_139,2025-10-24 02:28:46,view_product,prod_40,Sports,873.78,Faisalabad,android
831,user_54,session_139,2025-10-24 02:37:46,view_product,prod_191,Electronics,298.78,Faisalabad,android
832,user_54,session_139,2025-10-24 02:39:46,add_to_cart,prod_196,Sports,807.44,Faisalabad,android
833,user_54,session_139,2025-10-24 02:45:46,view_product,prod_214,Home & Kitchen,646.16,Faisalabad,android
834,user_54,session_139,2025-10-24 02:50:46,view_product,prod_250,Electronics,185.42,Faisalabad,android
835,user_54,session_139,2025-10-24 02:57:46,purchase,prod_196,Sports,807.44,Faisalabad,android
836,user_54,session_139,2025-10-24 03:03:46,logout,,,,Faisalabad,android
837,user_83,session_140,2025-10-18 04:09:26,open_app,,,,Rawalpindi,ios
838,user_83,session_140,2025-10-18 04:17:26,view_product,prod_118,Clothing,493.91,Rawalpindi,ios
839,user_83,session_140,2025-10-18 04:22:26,view_product,prod_8,Sports,212.56,Rawalpindi,ios
840,user_83,session_140,2025-10-18 04:30:26,view_product,prod_227,Grocery,555.27,Rawalpindi,ios
841,user_83,session_140,2025-10-18 04:39:26,view_product,prod_118,Clothing,493.91,Rawalpindi,ios
842,user_83,session_140,2025-10-18 04:40:26,logout,,,,Rawalpindi,ios
843,user_34,session_141,2025-10-22 18:32:23,open_app,,,,Lahore,ios
844,user_34,session_141,2025-10-22 18:38:23,view_product,prod_117,Sports,876.86,Lahore,ios
845,user_34,session_141,2025-10-22 18:40:23,logout,,,,Lahore,ios
846,user_64,session_142,2025-10-22 15:48:36,open_app,,,,Faisalabad,web
847,user_64,session_142,2025-10-22 15:53:36,view_product,prod_135,Home & Kitchen,912.95,Faisalabad,web
848,user_64,session_142,2025-10-22 15:58:36,view_product,prod_108,Clothing,347.73,Faisalabad,web
849,user_64,session_142,2025-10-22 16:06:36,view_product,prod_116,Home & Kitchen,453.18,Faisalabad,web
850,user_64,session_142,2025-10-22 16:11:36,add_to_cart,prod_76,Grocery,889.15,Faisalabad,web
851,user_64,session_142,2025-10-22 16:17:36,add_to_cart,prod_148,Grocery,84.87,Faisalabad,web
852,user_64,session_142,2025-10-22 16:21:36,logout,,,,Faisalabad,web
853,user_97,session_143,2025-11-05 16:49:26,open_app,,,,Rawalpindi,ios
854,user_97,session_143,2025-11-05 16:55:26,view_product,prod_124,Home & Kitchen,454.7,Rawalpindi,ios
855,user_58,session_144,2025-11-05 02:08:07,open_app,,,,Karachi,web
856,user_58,session_144,2025-11-05 02:11:07,view_product,prod_164,Electronics,45.21,Karachi,web
857,user_68,session_145,2025-11-02 08:02:13,open_app,,,,Rawalpindi,android
858,user_68,session_145,2025-11-02 08:09:13,view_product,prod_153,Home & Kitchen,244.04,Rawalpindi,android
859,user_68,session_145,2025-11-02 08:13:13,view_product,prod_203,Grocery,597.64,Rawalpindi,android
860,user_68,session_145,2025-11-02 08:22:13,view_product,prod_76,Grocery,889.15,Rawalpindi,android
861,user_21,session_146,2025-10-30 18:04:00,open_app,,,,Faisalabad,web
862,user_21,session_146,2025-10-30 18:14:00,view_product,prod_119,Home & Kitchen,530.75,Faisalabad,web
863,user_21,session_146,2025-10-30 18:24:00,view_product,prod_237,Electronics,362.95,Faisalabad,web
864,user_21,session_146,2025-10-30 18:26:00,add_to_cart,prod_109,Grocery,371.15,Faisalabad,web
865,user_21,session_146,2025-10-30 18:28:00,view_product,prod_122,Clothing,643.75,Faisalabad,web
866,user_21,session_146,2025-10-30 18:34:00,logout,,,,Faisalabad,web
867,user_92,session_147,2025-10-23 02:23:39,open_app,,,,Lahore,android
868,user_92,session_147,2025-10-23 02:33:39,view_product,prod_91,Electronics,282.16,Lahore,android
869,user_92,session_147,2025-10-23 02:34:39,add_to_cart,prod_156,Sports,663.85,Lahore,android
870,user_35,session_148,2025-10-17 09:01:32,open_app,,,,Rawalpindi,android
871,user_35,session_148,2025-10-17 09:03:32,view_product,prod_192,Electronics,930.57,Rawalpindi,android
872,user_35,session_148,2025-10-17 09:10:32,view_product,prod_139,Sports,225.67,Rawalpindi,android
873,user_35,session_148,2025-10-17 09:17:32,add_to_cart,prod_97,Sports,159.62,Rawalpindi,android
874,user_35,session_148,2025-10-17 09:21:32,logout,,,,Rawalpindi,android
875,user_81,session_149,2025-11-04 05:18:50,open_app,,,,Rawalpindi,android
876,user_81,session_149,2025-11-04 05:19:50,add_to_cart,prod_247,Grocery,203.86,Rawalpindi,android
877,user_81,session_149,2025-11-04 05:22:50,logout,,,,Rawalpindi,android
878,user_59,session_150,2025-11-06 01:17:58,open_app,,,,Karachi,android
879,user_59,session_150,2025-11-06 01:18:58,view_product,prod_6,Electronics,484.09,Karachi,android
880,user_59,session_150,2025-11-06 01:27:58,view_product,prod_50,Grocery,874.15,Karachi,android
881,user_59,session_150,2025-11-06 01:33:58,view_product,prod_214,Home & Kitchen,646.16,Karachi,android
882,user_59,session_150,2025-11-06 01:36:58,view_product,prod_249,Sports,673.8,Karachi,android
883,user_59,session_150,2025-11-06 01:41:58,view_product,prod_225,Clothing,640.86,Karachi,android
884,user_59,session_150,2025-11-06 01:50:58,view_product,prod_190,Sports,26.56,Karachi,android
885,user_59,session_150,2025-11-06 01:55:58,view_product,prod_20,Clothing,280.72,Karachi,android
886,user_59,session_150,2025-11-06 02:03:58,view_product,prod_224,Home & Kitchen,372.67,Karachi,android
887,user_59,session_150,2025-11-06 02:12:58,view_product,prod_161,Clothing,351.09,Karachi,android
888,user_59,session_150,2025-11-06 02:18:58,add_to_cart,prod_181,Home & Kitchen,995.15,Karachi,android
889,user_59,session_150,2025-11-06 02:20:58,logout,,,,Karachi,android
890,user_41,session_151,2025-10-22 14:45:07,open_app,,,,Lahore,ios
891,user_41,session_151,2025-10-22 14:52:07,view_product,prod_12,Electronics,643.22,Lahore,ios
892,user_41,session_151,2025-10-22 14:57:07,view_product,prod_128,Sports,204.1,Lahore,ios
893,user_41,session_151,2025-10-22 15:03:07,add_to_cart,prod_205,Electronics,206.95,Lahore,ios
894,user_41,session_151,2025-10-22 15:08:07,view_product,prod_90,Clothing,674.35,Lahore,ios
895,user_41,session_151,2025-10-22 15:12:07,purchase,prod_205,Electronics,206.95,Lahore,ios
896,user_41,session_151,2025-10-22 15:16:07,add_to_cart,prod_160,Clothing,486.21,Lahore,ios
897,user_41,session_151,2025-10-22 15:22:07,add_to_cart,prod_76,Grocery,889.15,Lahore,ios
898,user_41,session_151,2025-10-22 15:23:07,view_product,prod_123,Clothing,223.63,Lahore,ios
899,user_41,session_151,2025-10-22 15:26:07,purchase,prod_160,Clothing,486.21,Lahore,ios
900,user_41,session_151,2025-10-22 15:35:07,view_product,prod_84,Electronics,943.08,Lahore,ios
901,user_41,session_151,2025-10-22 15:40:07,purchase,prod_76,Grocery,889.15,Lahore,ios
902,user_41,session_151,2025-10-22 15:45:07,view_product,prod_76,Grocery,889.15,Lahore,ios
903,user_5,session_152,2025-11-13 10:53:34,open_app,,,,Rawalpindi,android
904,user_5,session_152,2025-11-13 11:01:34,view_product,prod_149,Electronics,283.84,Rawalpindi,android
905,user_5,session_152,2025-11-13 11:02:34,view_product,prod_25,Clothing,213.36,Rawalpindi,android
906,user_5,session_152,2025-11-13 11:11:34,view_product,prod_32,Electronics,432.92,Rawalpindi,android
907,user_5,session_152,2025-11-13 11:20:34,view_product,prod_199,Clothing,468.53,Rawalpindi,android
908,user_5,session_152,2025-11-13 11:24:34,view_product,prod_198,Grocery,957.15,Rawalpindi,android
909,user_5,session_152,2025-11-13 11:28:34,view_product,prod_109,Grocery,371.15,Rawalpindi,android
910,user_5,session_152,2025-11-13 11:37:34,view_product,prod_124,Home & Kitchen,454.7,Rawalpindi,android
911,user_63,session_153,2025-11-15 01:33:39,open_app,,,,Rawalpindi,web
912,user_63,session_153,2025-11-15 01:36:39,view_product,prod_28,Home & Kitchen,199.05,Rawalpindi,web
913,user_63,session_153,2025-11-15 01:44:39,view_product,prod_178,Grocery,100.29,Rawalpindi,web
914,user_63,session_153,2025-11-15 01:46:39,view_product,prod_193,Clothing,496.06,Rawalpindi,web
915,user_63,session_153,2025-11-15 01:52:39,add_to_cart,prod_213,Clothing,505.07,Rawalpindi,web
916,user_63,session_153,2025-11-15 02:02:39,view_product,prod_223,Grocery,872.08,Rawalpindi,web
917,user_63,session_153,2025-11-15 02:06:39,purchase,prod_213,Clothing,505.07,Rawalpindi,web
918,user_63,session_153,2025-11-15 02:15:39,view_product,prod_220,Electronics,955.71,Rawalpindi,web
919,user_63,session_153,2025-11-15 02:20:39,view_product,prod_33,Clothing,800.46,Rawalpindi,web
920,user_63,session_153,2025-11-15 02:25:39,view_product,prod_43,Sports,265.58,Rawalpindi,web
921,user_63,session_153,2025-11-15 02:27:39,logout,,,,Rawalpindi,web
922,user_19,session_154,2025-10-31 19:40:10,open_app,,,,Karachi,web
923,user_19,session_154,2025-10-31 19:48:10,logout,,,,Karachi,web
924,user_7,session_155,2025-11-09 03:44:04,open_app,,,,Rawalpindi,ios
925,user_7,session_155,2025-11-09 03:48:04,view_product,prod_10,Electronics,553.54,Rawalpindi,ios
926,user_7,session_155,2025-11-09 03:53:04,add_to_cart,prod_125,Electronics,826.5,Rawalpindi,ios
927,user_7,session_155,2025-11-09 03:56:04,view_product,prod_11,Sports,172.12,Rawalpindi,ios
928,user_7,session_155,2025-11-09 03:58:04,purchase,prod_125,Electronics,826.5,Rawalpindi,ios
929,user_7,session_155,2025-11-09 04:07:04,view_product,prod_117,Sports,876.86,Rawalpindi,ios
930,user_7,session_155,2025-11-09 04:08:04,view_product,prod_162,Sports,488.89,Rawalpindi,ios
931,user_40,session_156,2025-11-11 11:19:42,open_app,,,,Islamabad,ios
932,user_40,session_156,2025-11-11 11:24:42,view_product,prod_168,Grocery,723.98,Islamabad,ios
933,user_40,session_156,2025-11-11 11:33:42,view_product,prod_196,Sports,807.44,Islamabad,ios
934,user_40,session_156,2025-11-11 11:41:42,view_product,prod_3,Home & Kitchen,759.64,Islamabad,ios
935,user_40,session_156,2025-11-11 11:49:42,view_product,prod_87,Grocery,276.36,Islamabad,ios
936,user_40,session_156,2025-11-11 11:54:42,view_product,prod_53,Home & Kitchen,602.56,Islamabad,ios
937,user_40,session_156,2025-11-11 11:55:42,view_product,prod_91,Electronics,282.16,Islamabad,ios
938,user_40,session_156,2025-11-11 11:58:42,add_to_cart,prod_102,Clothing,673.05,Islamabad,ios
939,user_40,session_156,2025-11-11 12:03:42,purchase,prod_102,Clothing,673.05,Islamabad,ios
940,user_40,session_156,2025-11-11 12:12:42,view_product,prod_146,Grocery,533.56,Islamabad,ios
941,user_40,session_156,2025-11-11 12:21:42,add_to_cart,prod_149,Electronics,283.84,Islamabad,ios
942,user_40,session_156,2025-11-11 12:26:42,add_to_cart,prod_109,Grocery,371.15,Islamabad,ios
943,user_40,session_156,2025-11-11 12:33:42,view_product,prod_245,Electronics,776.56,Islamabad,ios
944,user_47,session_157,2025-11-04 11:05:26,open_app,,,,Karachi,web
945,user_47,session_157,2025-11-04 11:10:26,view_product,prod_180,Grocery,289.89,Karachi,web
946,user_47,session_157,2025-11-04 11:13:26,view_product,prod_51,Sports,976.13,Karachi,web
